Customer_id,Account_id,Transaction_id,Loan_id
1,1,1,1
1,152,1,1
1,414,1,1
1,1143,1,1
2,2,2,2
2,3,2,2
2,4,2,2
2,5,2,2
2,87,2,2
2,88,2,2
2,89,2,2
2,90,2,2
2,740,2,2
2,741,2,2
2,742,2,2
2,743,2,2
2,931,2,2
2,932,2,2
2,933,2,2
2,934,2,2
2,1351,2,2
2,1352,2,2
2,1353,2,2
2,1354,2,2
2,1374,2,2
2,1375,2,2
2,1376,2,2
2,1377,2,2
2,2,2,3
2,3,2,3
2,4,2,3
2,5,2,3
2,87,2,3
2,88,2,3
2,89,2,3
2,90,2,3
2,740,2,3
2,741,2,3
2,742,2,3
2,743,2,3
2,931,2,3
2,932,2,3
2,933,2,3
2,934,2,3
2,1351,2,3
2,1352,2,3
2,1353,2,3
2,1354,2,3
2,1374,2,3
2,1375,2,3
2,1376,2,3
2,1377,2,3
2,2,2,4
2,3,2,4
2,4,2,4
2,5,2,4
2,87,2,4
2,88,2,4
2,89,2,4
2,90,2,4
2,740,2,4
2,741,2,4
2,742,2,4
2,743,2,4
2,931,2,4
2,932,2,4
2,933,2,4
2,934,2,4
2,1351,2,4
2,1352,2,4
2,1353,2,4
2,1354,2,4
2,1374,2,4
2,1375,2,4
2,1376,2,4
2,1377,2,4
2,2,2,5
2,3,2,5
2,4,2,5
2,5,2,5
2,87,2,5
2,88,2,5
2,89,2,5
2,90,2,5
2,740,2,5
2,741,2,5
2,742,2,5
2,743,2,5
2,931,2,5
2,932,2,5
2,933,2,5
2,934,2,5
2,1351,2,5
2,1352,2,5
2,1353,2,5
2,1354,2,5
2,1374,2,5
2,1375,2,5
2,1376,2,5
2,1377,2,5
3,6,3,6
3,7,3,6
3,8,3,6
3,223,3,6
3,224,3,6
3,225,3,6
3,321,3,6
3,322,3,6
3,323,3,6
3,548,3,6
3,549,3,6
3,550,3,6
3,816,3,6
3,817,3,6
3,818,3,6
3,1139,3,6
3,1140,3,6
3,1141,3,6
3,1238,3,6
3,1239,3,6
3,1240,3,6
3,1347,3,6
3,1348,3,6
3,1349,3,6
3,6,3,7
3,7,3,7
3,8,3,7
3,223,3,7
3,224,3,7
3,225,3,7
3,321,3,7
3,322,3,7
3,323,3,7
3,548,3,7
3,549,3,7
3,550,3,7
3,816,3,7
3,817,3,7
3,818,3,7
3,1139,3,7
3,1140,3,7
3,1141,3,7
3,1238,3,7
3,1239,3,7
3,1240,3,7
3,1347,3,7
3,1348,3,7
3,1349,3,7
3,6,3,8
3,7,3,8
3,8,3,8
3,223,3,8
3,224,3,8
3,225,3,8
3,321,3,8
3,322,3,8
3,323,3,8
3,548,3,8
3,549,3,8
3,550,3,8
3,816,3,8
3,817,3,8
3,818,3,8
3,1139,3,8
3,1140,3,8
3,1141,3,8
3,1238,3,8
3,1239,3,8
3,1240,3,8
3,1347,3,8
3,1348,3,8
3,1349,3,8
4,9,4,9
4,10,4,9
4,524,4,9
4,525,4,9
4,1262,4,9
4,1263,4,9
4,9,4,10
4,10,4,10
4,524,4,10
4,525,4,10
4,1262,4,10
4,1263,4,10
5,11,5,11
5,24,5,11
5,354,5,11
5,590,5,11
5,918,5,11
5,982,5,11
6,12,6,12
6,562,6,12
6,572,6,12
6,628,6,12
6,954,6,12
6,1115,6,12
6,1125,6,12
7,13,7,13
7,262,7,13
7,527,7,13
7,829,7,13
7,948,7,13
7,1420,7,13
7,1442,7,13
7,1523,7,13
8,14,8,1
8,307,8,1
8,433,8,1
8,620,8,1
8,773,8,1
8,950,8,1
8,1095,8,1
9,15,9,1
9,1288,9,1
10,16,10,1
10,838,10,1
10,905,10,1
10,1046,10,1
10,1077,10,1
10,1297,10,1
10,1305,10,1
11,17,11,14
11,18,11,14
11,19,11,14
11,856,11,14
11,857,11,14
11,858,11,14
11,970,11,14
11,971,11,14
11,972,11,14
11,1495,11,14
11,1496,11,14
11,1497,11,14
11,17,11,15
11,18,11,15
11,19,11,15
11,856,11,15
11,857,11,15
11,858,11,15
11,970,11,15
11,971,11,15
11,972,11,15
11,1495,11,15
11,1496,11,15
11,1497,11,15
11,17,11,16
11,18,11,16
11,19,11,16
11,856,11,16
11,857,11,16
11,858,11,16
11,970,11,16
11,971,11,16
11,972,11,16
11,1495,11,16
11,1496,11,16
11,1497,11,16
12,20,12,17
12,370,12,17
12,884,12,17
12,1264,12,17
12,1490,12,17
13,21,13,18
13,22,13,18
13,23,13,18
13,405,13,18
13,406,13,18
13,407,13,18
13,889,13,18
13,890,13,18
13,891,13,18
13,21,13,19
13,22,13,19
13,23,13,19
13,405,13,19
13,406,13,19
13,407,13,19
13,889,13,19
13,890,13,19
13,891,13,19
13,21,13,20
13,22,13,20
13,23,13,20
13,405,13,20
13,406,13,20
13,407,13,20
13,889,13,20
13,890,13,20
13,891,13,20
5,11,14,11
5,24,14,11
5,354,14,11
5,590,14,11
5,918,14,11
5,982,14,11
14,25,15,1
14,596,15,1
14,850,15,1
14,920,15,1
14,1012,15,1
14,1086,15,1
15,26,16,21
15,941,16,21
15,952,16,21
15,999,16,21
16,27,17,22
16,28,17,22
16,29,17,22
16,65,17,22
16,66,17,22
16,67,17,22
16,983,17,22
16,984,17,22
16,985,17,22
16,1022,17,22
16,1023,17,22
16,1024,17,22
16,1074,17,22
16,1075,17,22
16,1076,17,22
16,1384,17,22
16,1385,17,22
16,1386,17,22
16,27,17,23
16,28,17,23
16,29,17,23
16,65,17,23
16,66,17,23
16,67,17,23
16,983,17,23
16,984,17,23
16,985,17,23
16,1022,17,23
16,1023,17,23
16,1024,17,23
16,1074,17,23
16,1075,17,23
16,1076,17,23
16,1384,17,23
16,1385,17,23
16,1386,17,23
16,27,17,24
16,28,17,24
16,29,17,24
16,65,17,24
16,66,17,24
16,67,17,24
16,983,17,24
16,984,17,24
16,985,17,24
16,1022,17,24
16,1023,17,24
16,1024,17,24
16,1074,17,24
16,1075,17,24
16,1076,17,24
16,1384,17,24
16,1385,17,24
16,1386,17,24
17,30,18,25
17,688,18,25
17,703,18,25
17,771,18,25
17,1136,18,25
17,1138,18,25
17,1252,18,25
17,31,19,25
17,276,19,25
17,363,19,25
17,604,19,25
17,843,19,25
17,892,19,25
17,1045,19,25
10,32,20,1
10,265,20,1
10,456,20,1
10,595,20,1
10,682,20,1
10,813,20,1
10,1361,20,1
18,33,21,26
18,404,21,26
18,579,21,26
18,866,21,26
18,911,21,26
19,34,22,27
19,274,22,27
19,580,22,27
19,842,22,27
19,1514,22,27
19,1532,22,27
8,35,23,1
8,154,23,1
8,1104,23,1
8,1182,23,1
8,1269,23,1
8,1540,23,1
20,36,24,28
20,37,24,28
20,38,24,28
20,36,24,29
20,37,24,29
20,38,24,29
20,36,24,30
20,37,24,30
20,38,24,30
2,39,25,2
2,40,25,2
2,41,25,2
2,42,25,2
2,338,25,2
2,339,25,2
2,340,25,2
2,341,25,2
2,506,25,2
2,507,25,2
2,508,25,2
2,509,25,2
2,621,25,2
2,622,25,2
2,623,25,2
2,624,25,2
2,1187,25,2
2,1188,25,2
2,1189,25,2
2,1190,25,2
2,1475,25,2
2,1476,25,2
2,1477,25,2
2,1478,25,2
2,39,25,3
2,40,25,3
2,41,25,3
2,42,25,3
2,338,25,3
2,339,25,3
2,340,25,3
2,341,25,3
2,506,25,3
2,507,25,3
2,508,25,3
2,509,25,3
2,621,25,3
2,622,25,3
2,623,25,3
2,624,25,3
2,1187,25,3
2,1188,25,3
2,1189,25,3
2,1190,25,3
2,1475,25,3
2,1476,25,3
2,1477,25,3
2,1478,25,3
2,39,25,4
2,40,25,4
2,41,25,4
2,42,25,4
2,338,25,4
2,339,25,4
2,340,25,4
2,341,25,4
2,506,25,4
2,507,25,4
2,508,25,4
2,509,25,4
2,621,25,4
2,622,25,4
2,623,25,4
2,624,25,4
2,1187,25,4
2,1188,25,4
2,1189,25,4
2,1190,25,4
2,1475,25,4
2,1476,25,4
2,1477,25,4
2,1478,25,4
2,39,25,5
2,40,25,5
2,41,25,5
2,42,25,5
2,338,25,5
2,339,25,5
2,340,25,5
2,341,25,5
2,506,25,5
2,507,25,5
2,508,25,5
2,509,25,5
2,621,25,5
2,622,25,5
2,623,25,5
2,624,25,5
2,1187,25,5
2,1188,25,5
2,1189,25,5
2,1190,25,5
2,1475,25,5
2,1476,25,5
2,1477,25,5
2,1478,25,5
21,43,26,31
21,44,26,31
21,45,26,31
21,80,26,31
21,81,26,31
21,82,26,31
21,83,26,31
21,84,26,31
21,85,26,31
21,420,26,31
21,421,26,31
21,422,26,31
21,1054,26,31
21,1055,26,31
21,1056,26,31
21,1502,26,31
21,1503,26,31
21,1504,26,31
21,43,26,32
21,44,26,32
21,45,26,32
21,80,26,32
21,81,26,32
21,82,26,32
21,83,26,32
21,84,26,32
21,85,26,32
21,420,26,32
21,421,26,32
21,422,26,32
21,1054,26,32
21,1055,26,32
21,1056,26,32
21,1502,26,32
21,1503,26,32
21,1504,26,32
21,43,26,33
21,44,26,33
21,45,26,33
21,80,26,33
21,81,26,33
21,82,26,33
21,83,26,33
21,84,26,33
21,85,26,33
21,420,26,33
21,421,26,33
21,422,26,33
21,1054,26,33
21,1055,26,33
21,1056,26,33
21,1502,26,33
21,1503,26,33
21,1504,26,33
22,46,27,34
22,47,27,34
22,163,27,34
22,164,27,34
22,510,27,34
22,511,27,34
22,875,27,34
22,876,27,34
22,1110,27,34
22,1111,27,34
22,1272,27,34
22,1273,27,34
22,1423,27,34
22,1424,27,34
22,46,27,35
22,47,27,35
22,163,27,35
22,164,27,35
22,510,27,35
22,511,27,35
22,875,27,35
22,876,27,35
22,1110,27,35
22,1111,27,35
22,1272,27,35
22,1273,27,35
22,1423,27,35
22,1424,27,35
23,48,28,1
23,366,28,1
23,1244,28,1
23,1494,28,1
24,49,29,1
24,234,29,1
24,981,29,1
25,50,30,1
25,974,30,1
25,1035,30,1
25,1232,30,1
5,51,31,11
5,602,31,11
5,1043,31,11
5,1084,31,11
5,1106,31,11
5,1521,31,11
26,52,32,36
26,53,32,36
26,183,32,36
26,184,32,36
26,245,32,36
26,246,32,36
26,494,32,36
26,495,32,36
26,1048,32,36
26,1049,32,36
26,1323,32,36
26,1324,32,36
26,52,32,37
26,53,32,37
26,183,32,37
26,184,32,37
26,245,32,37
26,246,32,37
26,494,32,37
26,495,32,37
26,1048,32,37
26,1049,32,37
26,1323,32,37
26,1324,32,37
4,54,33,9
4,55,33,9
4,701,33,9
4,702,33,9
4,939,33,9
4,940,33,9
4,1307,33,9
4,1308,33,9
4,1320,33,9
4,1321,33,9
4,54,33,10
4,55,33,10
4,701,33,10
4,702,33,10
4,939,33,10
4,940,33,10
4,1307,33,10
4,1308,33,10
4,1320,33,10
4,1321,33,10
27,56,34,38
27,57,34,38
27,58,34,38
27,326,34,38
27,327,34,38
27,328,34,38
27,330,34,38
27,331,34,38
27,332,34,38
27,605,34,38
27,606,34,38
27,607,34,38
27,629,34,38
27,630,34,38
27,631,34,38
27,752,34,38
27,753,34,38
27,754,34,38
27,1068,34,38
27,1069,34,38
27,1070,34,38
27,1071,34,38
27,1072,34,38
27,1073,34,38
27,1364,34,38
27,1365,34,38
27,1366,34,38
27,1463,34,38
27,1464,34,38
27,1465,34,38
27,56,34,39
27,57,34,39
27,58,34,39
27,326,34,39
27,327,34,39
27,328,34,39
27,330,34,39
27,331,34,39
27,332,34,39
27,605,34,39
27,606,34,39
27,607,34,39
27,629,34,39
27,630,34,39
27,631,34,39
27,752,34,39
27,753,34,39
27,754,34,39
27,1068,34,39
27,1069,34,39
27,1070,34,39
27,1071,34,39
27,1072,34,39
27,1073,34,39
27,1364,34,39
27,1365,34,39
27,1366,34,39
27,1463,34,39
27,1464,34,39
27,1465,34,39
27,56,34,40
27,57,34,40
27,58,34,40
27,326,34,40
27,327,34,40
27,328,34,40
27,330,34,40
27,331,34,40
27,332,34,40
27,605,34,40
27,606,34,40
27,607,34,40
27,629,34,40
27,630,34,40
27,631,34,40
27,752,34,40
27,753,34,40
27,754,34,40
27,1068,34,40
27,1069,34,40
27,1070,34,40
27,1071,34,40
27,1072,34,40
27,1073,34,40
27,1364,34,40
27,1365,34,40
27,1366,34,40
27,1463,34,40
27,1464,34,40
27,1465,34,40
28,59,35,41
28,104,35,41
28,185,35,41
28,189,35,41
28,240,35,41
28,336,35,41
28,432,35,41
28,451,35,41
28,603,35,41
28,627,35,41
28,638,35,41
28,1414,35,41
29,60,36,42
29,151,36,42
29,1355,36,42
29,1397,36,42
30,61,37,43
30,62,37,43
30,391,37,43
30,392,37,43
30,521,37,43
30,522,37,43
30,608,37,43
30,609,37,43
30,746,37,43
30,747,37,43
30,1236,37,43
30,1237,37,43
30,1371,37,43
30,1372,37,43
30,1491,37,43
30,1492,37,43
30,61,37,44
30,62,37,44
30,391,37,44
30,392,37,44
30,521,37,44
30,522,37,44
30,608,37,44
30,609,37,44
30,746,37,44
30,747,37,44
30,1236,37,44
30,1237,37,44
30,1371,37,44
30,1372,37,44
30,1491,37,44
30,1492,37,44
28,63,38,41
28,727,38,41
28,898,38,41
28,900,38,41
28,997,38,41
28,1102,38,41
28,1137,38,41
31,64,39,1
31,564,39,1
31,748,39,1
31,1369,39,1
31,1462,39,1
16,27,40,22
16,28,40,22
16,29,40,22
16,65,40,22
16,66,40,22
16,67,40,22
16,983,40,22
16,984,40,22
16,985,40,22
16,1022,40,22
16,1023,40,22
16,1024,40,22
16,1074,40,22
16,1075,40,22
16,1076,40,22
16,1384,40,22
16,1385,40,22
16,1386,40,22
16,27,40,23
16,28,40,23
16,29,40,23
16,65,40,23
16,66,40,23
16,67,40,23
16,983,40,23
16,984,40,23
16,985,40,23
16,1022,40,23
16,1023,40,23
16,1024,40,23
16,1074,40,23
16,1075,40,23
16,1076,40,23
16,1384,40,23
16,1385,40,23
16,1386,40,23
16,27,40,24
16,28,40,24
16,29,40,24
16,65,40,24
16,66,40,24
16,67,40,24
16,983,40,24
16,984,40,24
16,985,40,24
16,1022,40,24
16,1023,40,24
16,1024,40,24
16,1074,40,24
16,1075,40,24
16,1076,40,24
16,1384,40,24
16,1385,40,24
16,1386,40,24
32,68,41,45
32,69,41,45
32,109,41,45
32,110,41,45
32,119,41,45
32,120,41,45
32,203,41,45
32,204,41,45
32,1409,41,45
32,1410,41,45
32,1466,41,45
32,1467,41,45
32,68,41,46
32,69,41,46
32,109,41,46
32,110,41,46
32,119,41,46
32,120,41,46
32,203,41,46
32,204,41,46
32,1409,41,46
32,1410,41,46
32,1466,41,46
32,1467,41,46
18,70,42,26
18,283,42,26
18,958,42,26
18,989,42,26
18,998,42,26
18,1036,42,26
18,1271,42,26
18,1535,42,26
33,71,43,47
33,72,43,47
33,73,43,47
33,200,43,47
33,201,43,47
33,202,43,47
33,297,43,47
33,298,43,47
33,299,43,47
33,409,43,47
33,410,43,47
33,411,43,47
33,728,43,47
33,729,43,47
33,730,43,47
33,736,43,47
33,737,43,47
33,738,43,47
33,879,43,47
33,880,43,47
33,881,43,47
